Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

Aged Bourbon,,item,Food,newKey,Aged Bourbon,,Gereifter Bourbon
farmLifeSushiRiceStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nKochtopf und Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Sushi Rice Step 2,,item,Food,newKey,Sushi Rice Step 2,,Sushi Reis (Schritt 2)
farmLifeSushiRiceStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nKochtopf und Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese,,item,Food,newKey,Swiss Cheese,,Schweizer Käse
farmLifeSwissCheeseDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Zhang Cleaver on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst das Spaltmesser und das Hackbrett. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Swiss Cheese Step 1,,item,Food,newKey,Swiss Cheese Step 1,,Schweizer Käse (Schritt 1)
farmLifeSwissCheeseStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm den Kocher für den Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 2,,item,Food,newKey,Swiss Cheese Step 2,,Schweizer Käse (Schritt 2)
farmLifeSwissCheeseStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nGehe zur Fermentierstation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 3,,item,Food,newKey,Swiss Cheese Step 3,,Schweizer Käse (Schritt 3)
farmLifeSwissCheeseStep3Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm den Kocher für den Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 4,,item,Food,newKey,Swiss Cheese Step 4,,Schweizer Käse (Schritt 4)
farmLifeSwissCheeseStep4Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Zhang Cleaver on a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nSpaltmesser und Hackbrett. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 5,,item,Food,newKey,Swiss Cheese Step 5,,Scheizer Käse (Schritt 5)
farmLifeSwissCheeseStep5Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm den Kocher für den Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 6,,item,Food,newKey,Swiss Cheese Step 6,,Schweizer Käse (Schritt 6)
farmLifeSwissCheeseStep6Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm das Hackbrett. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 7,,item,Food,newKey,Swiss Cheese Step 7,,Schweizer Käse (Schritt 7)
farmLifeSwissCheeseStep7Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cheese Press on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm die Käsepresse der Fermentierstation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Swiss Cheese Step 8,,item,Food,newKey,Swiss Cheese Step 8,,Schweizer Käse (Schritt 8)
farmLifeSwissCheeseStep8Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm die Fermentierstation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Taco Shell,,item,Food,newKey,Taco Shell,,Tacoschale
farmLifeTacoShellDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm das Backblech und den Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Thyme,,item,Food,newKey,Thyme,,Thymian
farmLifeThymeDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Tomatillo,,item,Food,newKey,Tomatillo,,Tomatillo
farmLifeTomatilloDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEine kleine essbare Frucht, die im reifen Zustand violett oder gelb ist, aber am häufigsten grün für Salsas und Konserven verwendet wird."
Tomato,,item,Food,newKey,Tomato,,Tomate
farmLifeTomatoDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Tongs,,item,Food,newKey,Tongs,,Grillzange
farmLifeTongsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Anvil on a Forge. The Tongs are a tool used in the Wood Grill for crafting.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nKannst du mit dem Amboss an der Schmiede herstellen.Die Grillzange ist ein Zubehör für den Holzgrill."
Tortillas Chips,,item,Food,newKey,Tortillas Chips,,Tortillas Chips
farmLifeTortillasChipsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm das Backblech und den Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Tortillas Chips Step 1,,item,Food,newKey,Tortillas Chips Step 1,,Tortillas Chips (Schritt 1)
farmLifeTortillasChipsStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst das Damastmesser und das Hackbrett. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Tortillas Chips Step 2,,item,Food,newKey,Tortillas Chips Step 2,,Tortillas Chips (Schritt 2)
farmLifeTortillasChipsStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst die Rührschüssel der Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Triple Taco Tuesday,,item,Food,newKey,Triple Taco Tuesday,,Triple-Taco Dienstag
farmLifeTripleTacoTuesdayDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm das Backblech und den Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Turkey Rack,,item,Food,newKey,Turkey Rack,,Truthahngestell
farmLifeTurkeyRackDesc,,item,Food,newKey,"Type: [c7b992]Advanced Farming [FF684F](Tool and Die Set required to craft.)\nMaterial: [c7b992]Sand/Clay\nUnlocked by: [c7b992]Farm Forge\n\nThe Turkey Rack is a tool used in the Cold Smoker for crafting.",,"Typ: [c7b992]Advanced Farming [FF684F](Tool and Die Set required to craft.)\nMaterial: [c7b992]Sand/Clay\nFreischalten durch: [c7b992]Bauernhofschmiede\n\nDas Truthahngestell ist ein Zubehör für den Kalträucherschrank."
Ume,,item,Food,newKey,Ume,,Ume
farmLifeUmeDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEine Frucht."
Umeboshi,,item,Food,newKey,Umeboshi,,Umeboshi
farmLifeUmeboshiDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm das Hackbrett.\nEine eingelegte Ume-Frucht mit einem charakteristischen sauren und salzigen Geschmack."
Umeboshi Step 1,,item,Food,newKey,Umeboshi Step 1,,Umeboshi (Schritt 1)
farmLifeUmeboshiStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm die Fermentierstation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Umeboshi Step 2,,item,Food,newKey,Umeboshi Step 2,,Umeboshi (Schritt 2)
farmLifeUmeboshiStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Clay Pot on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst den Tontopf der Fermentierstation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Umeboshi Step 3,,item,Food,newKey,Umeboshi Step 3,,Umeboshi (Schritt 3)
farmLifeUmeboshiStep3Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Clay Pot on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst den Tontopf der Fermentierstation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Veal,,item,Food,newKey,Veal,,Kalbfleisch
farmLifeVealDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Vegetable Oil,,item,Food,newKey,Vegetable Oil,,Pflanzenöl
farmLifeVegetableOilDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Vegetable Oil Step 1,,item,Food,newKey,Vegetable Oil Step 1,,Pflanzenöl (Schritt 1)
farmLifeVegetableOilStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm den Gemüseaufsatz der Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Vegetable Pasta Meal,,item,Food,newKey,Vegetable Pasta Meal,,Gemüse-Nudel Mahlzeit
farmLifeVegetablePastaMealDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze den Kochtopf auf dem Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Veggie Attachment,,item,Food,newKey,Veggie Attachment,,Gemüseaufsatz
farmLifeVeggieAttachmentDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Workbench. The Veggie Attachment is a tool used in the KitchNaid for crafting.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nZu fertigen an der Werkbank. Der Gemüseaufsatz ist ein Zubehör für die Küchenmaschine."
Veggie Mash,,item,Food,newKey,Veggie Mash,,Gemüsebrei
farmLifeVeggieMashDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nGusseiserne Pfanne und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Vodka,,item,Food,newKey,Vodka,,Vodka
farmLifeVodkaDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst das Mischfass der Braustation."
Vodka Mash,,item,Food,newKey,Vodka Mash,,Vodkamaische
farmLifeVodkaMashDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst den Stampfer und den Brühkocher. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Walnut,,item,Food,newKey,Walnut,,Walnuss
farmLifeWalnutDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Walnut Shelve,,item,Food,newKey,Walnut Shelve,,Walnuss Schale
farmLifeWalnutShelveDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Walnut Wood Plank,,item,Food,newKey,Walnut Wood Plank,,Walnussholzbrett
farmLifeWalnutWoodPlankDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nThese Walnut Wood Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.",,"Typ: [c7b992]Farm Life Item [FF684F]( benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDie Walnussholzbretter werden zum herstellen verwendet, können in Holzasche verwandelt oder zum Grillen und Räuchern zu Holzspänen zerkleinert werden."
Walnut Woodchips,,item,Food,newKey,Walnut Woodchips,,Walnussholzspänen 
farmLifeWalnutWoodchipsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\n An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\n Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
